id,published_line_ref,0_hour,1_hour,2_hour,3_hour,4_hour,5_hour,6_hour,7_hour,8_hour,9_hour,10_hour,11_hour,12_hour,13_hour,14_hour,15_hour,16_hour,17_hour,18_hour,19_hour,20_hour,21_hour,22_hour,23_hour,total_avg
163,M79-SBS,2.78182,1.35484,1.72222,1.93333,1.63265,2.56557,4.70866,8.17822,7.59851,6.29264,5.94533,7.30986,9.01131,9.80123,10.625,9.92554,8.47475,7.73881,7.10268,5.65503,5.24085,4.23509,3.57857,3.1608,7.36245
164,M102,4.63636,2.86047,3.63441,2.64894,4.06667,3.08602,3.67901,4.79447,6.59649,7.79545,7.36546,6.23899,8.72,11.7625,11.9625,10.6333,10.9424,9.84793,8.03167,5.94565,5.66939,4.20741,4.77228,2.46552,7.58859
165,M101,3.67308,4.54023,2.2,0.0,4.8,4.14286,6.0694,7.82906,8.47396,7.39871,7.63246,9.88595,9.50472,12.0391,11.6615,15.3866,13.2252,11.6329,9.2049,8.09195,5.78157,5.20106,8.24227,6.5061,9.50571
166,M103,2.33333,0.0,0.0,0.0,0.0,3.13333,3.77586,4.66667,6.0226,4.62121,5.87705,7.1791,8.72414,7.97959,8.42818,8.15362,7.35294,7.27391,5.87624,4.28994,2.696,2.32673,3.25843,3.31818,6.38805
167,M23-SBS,2.28986,1.17647,1.36111,1.22222,1.53846,2.98077,12.2606,9.78358,11.6291,9.09508,7.05902,8.46791,11.0865,11.1656,11.9558,11.5801,11.2118,10.3764,8.80608,7.48817,5.76991,4.47904,4.03289,3.99174,9.39516
168,M60-SBS,7.0,0.0,0.0,0.0,0.0,1.0,21.38,17.3333,12.86,8.81522,9.96774,15.6633,16.7604,15.3247,17.3821,17.5282,16.3158,14.9167,8.93519,10.7176,9.26606,11.5233,9.23077,8.51948,13.4494
169,Bx12-SBS,0.0,0.0,0.0,0.0,0.0,8.66848,14.2914,16.8071,17.7509,16.1318,17.443,20.098,21.5826,24.386,28.6222,26.9124,28.2878,30.0609,24.5472,19.9311,17.5146,14.6466,15.6383,12.4133,21.976
170,M34A-SBS,3.6,5.0,0.0,0.0,0.0,6.27586,12.4396,13.6094,10.5917,6.22699,6.63347,8.17808,8.22581,8.89238,11.3535,13.2688,14.1114,10.1107,9.16828,9.45402,6.84314,6.75168,6.08759,6.00952,9.50665
171,M86-SBS,2.90141,1.73077,1.0,1.37037,1.56863,4.15385,6.56711,7.17517,9.19636,8.51238,9.19251,9.16711,9.85371,12.2276,13.7617,12.5189,12.8991,12.8395,9.20033,8.246,6.75419,5.86427,5.52824,5.13333,9.65916
172,B46-SBS,11.25,0.0,0.0,0.0,0.0,14.1,10.8741,11.784,13.5328,13.2546,13.1697,14.9663,17.2868,19.2731,21.9354,20.5309,22.9065,21.9993,17.1858,14.4799,12.9607,11.1135,9.7216,7.0,16.6303
173,B44-SBS,3.33333,0.0,0.0,0.0,0.0,7.37374,12.6033,15.8854,18.732,12.9842,12.5026,10.9325,13.9216,14.4028,16.3278,17.3504,18.0068,20.1692,14.7659,13.6191,9.79621,7.5636,7.73994,8.21477,14.486
174,M14D-SBS,4.82707,4.04698,3.71765,3.0303,4.28736,6.34286,8.80041,7.80717,8.97306,10.247,10.9807,12.4127,15.2202,16.2519,17.284,16.3534,15.9522,16.1493,11.7176,9.1246,8.23834,6.71415,6.9306,6.12426,11.6776
175,Bx41-SBS,0.0,0.0,0.0,0.0,0.0,5.65909,12.4282,19.7955,25.2946,16.5383,16.0503,17.101,18.8639,23.0499,25.253,24.6021,26.0842,23.1103,17.8649,16.059,12.5068,9.68582,10.625,0.0,20.083
176,M14A-SBS,4.8655,2.63492,1.85185,1.625,2.11579,4.18493,4.79889,5.48,7.99138,8.13205,9.45527,11.7423,12.8881,14.314,14.5367,13.3706,11.6023,11.9435,9.31532,7.0917,5.89774,4.24182,4.11752,3.86176,9.26459
177,M15,5.17333,5.46914,6.31852,7.92562,7.75,9.97561,4.71134,4.84615,5.37778,4.72727,6.20205,6.79336,6.77076,8.23948,9.48361,8.93655,9.41772,9.31915,6.42424,5.71637,4.05861,4.27888,4.51598,5.90909,6.79882
178,M35,16.0882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6667,6.26667,7.125,16.7895,23.0,19.0,27.0,15.0,9.60563,10.0308,6.12,7.14035,11.5986
179,Q44-SBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83333,11.3143,16.8929,15.7059,14.0667,17.2308,13.8824,21.4667,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8247
180,M34-SBS,4.7027,1.4,0.0,0.0,0.0,8.0,9.84146,9.83108,9.3871,6.02715,5.38739,5.38865,7.7541,9.23707,11.5918,10.6916,9.65714,11.9556,7.49842,6.41117,6.4812,4.72109,5.36842,7.39759,8.26833
181,M15-SBS,9.5,0.0,0.0,0.0,12.2609,6.59777,10.2835,11.2052,12.0321,11.3566,13.6751,14.6118,16.1842,17.8236,18.5306,18.336,17.5644,17.4407,13.6292,12.075,10.8122,8.86559,9.42629,9.01187,14.3135
182,M55,2.92857,1.67857,0.0,0.0,0.0,0.0,0.0,2.42105,2.94286,3.61404,3.09722,3.66129,4.28205,4.8172,3.55556,4.09244,3.34694,3.5679,2.46341,1.87755,1.375,1.54167,2.11111,1.68182,3.31789
183,M8,1.0,2.0,0.0,0.0,0.0,2.0,1.77778,1.83019,2.97222,2.36232,2.3871,2.2,2.54286,3.04348,4.02857,3.82353,3.32836,2.43103,1.74419,1.4,1.81818,2.2,1.16667,1.06667,2.49435
184,Q1,2.84337,2.90541,1.71875,2.20408,2.52459,3.0,4.42045,6.27547,6.46324,4.37158,4.39914,6.07983,5.34437,6.23958,7.41497,5.95906,6.45819,7.63542,6.18627,4.89338,4.02427,3.50388,4.18812,2.88764,5.31586
185,Q88,1.4,0.0,0.0,0.0,0.0,3.75,8.3179,10.2339,8.02023,7.36252,6.53092,8.86454,7.59328,7.89385,8.81336,8.55812,8.97621,8.64795,8.43757,6.57724,6.66414,4.99375,3.69072,3.36709,7.93758
186,S48,4.44928,3.57595,2.76617,3.0051,5.06422,9.69397,10.1201,9.85978,9.81447,9.37995,11.1686,11.6326,13.2644,14.5359,12.5647,12.595,13.496,13.6473,10.1212,6.80366,7.76316,7.13376,7.95794,6.792,10.3009
187,S52,3.21918,1.61111,0.0,0.0,6.19355,4.53774,3.88739,4.98653,5.19424,5.75926,7.52227,6.94972,8.60889,7.40426,6.71916,7.88437,7.28908,5.82418,4.41538,4.1625,4.40157,4.42025,3.96694,4.09746,5.70904
188,S40,10.2412,12.202,6.12088,5.46111,7.02105,19.3333,19.5263,10.6031,6.73438,8.11268,16.4813,21.0,13.1942,12.2648,14.2495,12.0043,14.1704,17.5331,19.5778,11.3418,13.5747,20.9464,7.13587,7.29412,13.4884
189,S66,2.03571,1.4,0.0,0.0,0.0,1.71875,2.98268,2.99257,4.24324,2.85965,3.21138,2.325,3.39216,3.28814,3.67273,4.64945,5.0678,4.45116,3.47926,2.47134,2.47414,3.02027,2.84076,3.10112,3.381
190,S51,2.55963,3.24545,2.02299,2.23529,3.13208,6.21491,7.08425,5.9449,5.85366,5.12981,5.39035,5.45628,6.46866,7.09483,8.37995,8.18182,7.13288,6.48495,4.89333,4.43081,3.77778,4.28947,3.75743,3.47059,5.81564
191,S76,3.05556,0.0,0.0,0.0,2.0,6.74107,5.01327,5.58055,6.09623,5.99634,5.96296,7.36327,5.97659,5.75068,7.60254,8.77959,6.6135,7.8172,7.61176,6.44414,6.06786,4.41901,4.4,4.93717,6.50848
192,S81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21818,6.20482,5.98193,1.0,0.0,3.44444,0.0,0.0,6.32036
193,S53,8.57767,5.85096,4.31868,4.6802,6.98233,12.632,13.2034,11.9555,11.8914,9.30895,8.90476,7.7954,10.4355,10.715,10.8858,12.7095,13.816,17.2376,12.5174,10.1627,7.80392,8.7282,7.91771,9.08986,10.9544
194,S96,0.0,0.0,0.0,0.0,0.0,5.5641,6.27358,7.55833,5.20354,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.8053,11.1269,8.9781,5.99194,7.71901,5.81482,5.32812,8.21053,7.58513
195,S98,0.0,0.0,0.0,0.0,0.0,0.0,5.61765,8.00541,7.62069,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.2174,10.0,8.34025,7.88732,6.53012,8.44262,5.59184,0.0,8.07885
196,S93,0.0,0.0,0.0,0.0,0.0,2.875,8.34404,6.70455,6.33333,6.15082,4.6689,4.62269,5.37685,5.76681,5.78373,7.36577,8.16916,9.24945,6.45275,5.07759,4.55294,3.99306,3.5514,0.0,6.309
197,B84,0.0,0.0,0.0,0.0,0.0,3.62963,3.86364,3.58696,2.73684,2.86667,2.0625,4.4,3.0,3.94737,3.02817,5.82716,3.95541,4.39855,3.13761,2.41892,2.77419,2.84848,0.0,0.0,3.78338
198,B64,2.08537,2.04878,2.0,0.0,2.0,4.06115,5.82093,7.75239,9.36143,8.58014,7.30658,6.11872,7.72854,7.93731,8.71038,8.87551,8.53408,10.1577,7.65083,5.99211,4.6636,3.3589,3.55159,2.77642,7.3091
199,B60,3.74803,4.99552,8.29655,7.36552,6.72973,6.33628,7.21865,7.79098,8.86164,8.74058,9.30378,8.81585,9.22899,10.6002,11.8515,10.9521,10.5127,9.974,7.95943,7.19223,6.45512,6.3313,5.182,4.85596,8.84071
200,B57,3.07432,2.69091,0.0,0.0,4.12143,7.38074,12.0685,10.7524,10.3446,7.87913,8.03043,8.68687,9.81965,9.85338,10.183,11.4958,12.1938,14.1485,10.8671,8.02688,7.07273,5.69714,5.25683,3.51822,9.74642
201,B31,2.49254,2.71429,0.0,0.0,4.02778,9.03333,5.85646,8.12288,7.89333,7.6087,5.05755,4.99359,5.35897,5.33333,8.30201,7.75385,7.62924,8.82038,5.56579,4.7328,3.87591,2.52402,2.04918,1.73585,5.97243
202,Q5,5.88294,4.26829,2.65741,4.02151,7.06218,8.98097,9.37859,11.7019,10.4851,11.3277,10.1084,11.2893,11.0844,13.254,12.8191,11.899,13.9475,13.5605,10.772,8.89943,7.96126,9.31153,7.61446,8.35531,10.8899
203,Q42,0.0,0.0,0.0,0.0,0.0,8.12048,5.2381,5.81081,4.47881,3.97191,3.57692,3.18421,4.66387,4.23418,4.05161,4.71226,4.71587,5.05904,4.11364,3.61355,3.51282,0.0,0.0,0.0,4.55602
204,Q4,6.0,4.89352,2.94531,2.95522,8.25581,8.45694,9.45378,7.77357,8.02505,8.21678,10.4271,10.5338,11.0729,10.9825,12.2968,9.80038,10.7404,10.803,8.64271,7.86928,7.64927,8.76947,7.60492,6.04329,9.15807
205,Q30,2.328,2.0,0.0,0.0,0.0,5.01724,5.93443,4.91667,5.28678,3.58286,3.63125,3.49901,3.77535,4.31875,4.90512,5.25037,6.17559,6.4543,4.53936,3.54679,3.13085,2.59714,2.7509,2.80923,4.52457
206,Q3,6.51495,4.72646,5.51366,5.07658,8.01728,8.86803,9.13919,8.9177,10.037,8.73242,10.4329,10.714,12.4856,12.8512,11.3244,9.23529,9.64066,10.4263,8.76667,7.26274,7.81838,8.4042,5.96594,6.50183,9.07057
207,Q17,4.05923,2.27612,1.58537,1.48529,4.33889,7.96359,7.85249,7.85949,8.48915,8.96243,9.23148,8.7649,8.63391,9.23651,10.8988,10.4468,10.6465,10.0593,6.90833,5.60359,5.48906,5.14726,5.48873,5.12321,8.11578
208,Q85,5.86301,4.29749,3.11392,2.49153,8.55344,9.9481,9.29005,8.7309,8.12003,8.85417,9.22479,9.89907,10.8171,12.3116,12.4636,10.7346,12.6431,12.6741,8.55253,8.5007,8.02335,8.27197,8.06016,7.0068,9.81858
209,M66,2.01835,1.3,0.0,0.0,1.5,5.08763,8.98974,8.57067,6.99242,6.07713,6.19967,5.62997,6.79398,7.34379,8.84391,8.01124,6.36505,5.45894,5.23557,4.28708,3.69202,2.58252,3.32368,3.64127,6.26129
210,M72,1.97059,0.0,0.0,0.0,0.0,4.1087,4.89024,6.84874,6.73415,6.28969,5.42928,5.57052,6.30976,6.69193,7.44995,8.04107,7.45308,7.09391,5.35132,4.7041,3.24307,2.20663,2.5438,2.92268,6.06898
211,M57,2.41429,2.71429,0.0,0.0,0.0,0.0,0.0,7.1,5.31183,4.75472,5.76344,4.34426,6.52632,7.24359,8.70476,8.21918,7.85427,5.75882,5.55204,4.60185,3.87654,3.38356,2.9537,2.44444,5.433
212,B2,1.625,1.0,0.0,0.0,4.0,5.60577,4.47445,5.93548,4.77093,5.42708,6.13939,7.72973,9.71895,8.23256,8.11037,5.71618,8.17048,7.72542,5.91193,3.90977,3.50265,2.86111,2.87,1.97101,6.06334
213,B82-SBS,0.0,0.0,0.0,0.0,6.38462,5.61082,10.7684,15.4763,17.6933,12.6025,9.50374,9.57281,10.3328,12.5836,13.902,13.4563,14.4598,15.5059,12.0996,10.429,8.18176,6.09849,5.5064,6.84302,12.1966
214,Q77,0.0,0.0,0.0,0.0,0.0,4.8913,5.68293,5.58685,7.57568,7.00822,7.26261,7.99074,8.08896,9.64048,7.34125,5.57857,7.86846,9.03125,7.72582,5.051,5.31911,4.38542,2.07895,0.0,6.94615
215,B48,2.81395,1.5,1.8,1.89744,2.64286,3.89735,5.35857,6.50507,6.13208,3.76682,3.75416,4.0177,3.8817,4.69889,5.03977,5.52241,7.06289,6.81298,4.96901,4.35072,3.16402,2.49524,2.77596,2.48428,4.87158
216,B37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Q43,5.12,3.6381,3.1875,3.38596,8.02335,8.81663,7.32363,8.20208,8.18826,10.1882,8.10187,7.6108,7.5514,9.05057,9.14157,10.1947,11.1392,10.9429,8.73611,8.45705,6.61449,6.90466,5.95082,5.18947,8.57999
218,Q83,6.50265,4.78289,2.69643,2.78641,6.3,11.4317,9.65823,8.84861,8.26735,9.44413,9.15271,9.18056,9.53598,9.82198,11.9366,10.3562,10.3304,11.2019,10.2643,9.2382,7.7281,5.9502,5.65757,5.78605,8.9484
219,S91,0.0,0.0,0.0,0.0,0.0,0.0,5.35897,5.65188,6.32044,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25676,8.0412,6.86424,5.90079,3.2,0.0,0.0,0.0,6.58717
220,S94,0.0,0.0,0.0,0.0,0.0,0.0,4.29323,5.31551,5.21818,0.0,0.0,0.0,0.0,0.0,0.0,4.85714,12.0909,12.3493,7.47692,4.64773,7.0,4.83636,4.5,0.0,7.6148
221,S44,4.87736,2.0,0.0,0.0,6.30435,8.62605,8.07073,8.79848,8.15683,7.20111,7.89155,8.65285,8.33222,11.0666,10.8438,11.6638,11.7923,12.0148,10.5573,8.77882,8.42568,7.9284,7.60486,6.48639,9.38111
222,S78,3.6079,3.89545,2.67464,2.25974,3.44409,5.10417,6.11551,5.35315,5.9136,5.55133,6.57172,6.18026,6.82498,7.72235,7.33666,7.67446,8.08286,7.22353,6.80548,5.41314,4.57165,6.53425,6.64337,4.63768,6.38078
223,S74,3.01034,3.70109,2.89333,2.04762,3.94118,7.17182,8.55254,8.15056,6.8705,6.55214,5.45767,5.38521,6.02201,7.08814,7.3095,8.803,9.41071,9.57546,7.72829,6.05403,5.13008,5.56681,6.38085,5.13208,6.89059
224,S56,0.0,0.0,0.0,0.0,0.0,0.0,1.71622,2.24419,2.22024,2.28492,1.95833,2.10345,2.57865,2.38122,3.12541,3.49064,3.41204,3.42063,2.49074,2.05,0.0,0.0,0.0,0.0,2.68882
225,S84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5625,5.32394,5.6383,2.9,1.66667,4.75,4.44578,2.09375,0.0,4.49442
226,S46,4.4213,3.71429,4.60234,2.73684,6.67611,8.96715,11.2045,7.98265,8.04156,7.39832,7.26404,7.82664,8.6785,8.37341,11.153,9.50891,11.2915,11.1407,8.47104,6.0497,6.57282,7.0,5.82692,5.28218,8.24695
227,S42,4.72727,7.84615,0.0,0.0,0.0,8.30769,4.28947,4.0,2.09677,3.125,1.0,0.0,0.0,5.2,3.84615,5.6,6.46575,5.58537,7.16438,5.13095,5.17857,3.90909,3.93182,4.73077,5.18124
228,S54,0.0,0.0,0.0,0.0,0.0,1.0,3.58824,2.5266,5.11881,3.94643,2.06299,2.3522,2.61616,2.97895,4.29329,3.80663,4.37049,4.12315,2.98726,2.95283,2.46,1.77397,2.24658,0.0,3.31981
229,S92,0.0,0.0,0.0,0.0,0.0,1.66667,6.6443,5.01695,6.2234,7.33333,0.0,0.0,0.0,0.0,0.0,0.0,10.3774,7.85427,4.72926,3.125,0.0,0.0,0.0,0.0,6.09839
230,S59,2.53179,2.03261,0.0,0.0,3.04444,5.17603,5.91348,8.51864,6.96897,6.93739,6.47699,6.35608,5.98973,8.00772,7.16322,8.32647,9.34667,9.66898,6.87438,6.44485,5.22466,4.44186,5.21918,2.84549,7.00421
231,S89,0.0,0.0,0.0,0.0,0.0,1.73684,3.57669,3.93791,3.50265,4.71429,2.25,0.0,0.0,0.0,0.0,2.83333,3.60577,4.45541,3.68615,2.63291,1.95455,0.0,0.0,0.0,3.71271
232,S61,2.18605,0.0,0.0,0.0,2.0,6.7193,7.55124,9.0614,5.81994,6.22781,6.66034,6.39709,6.74415,8.41745,9.65435,9.11064,9.05842,7.2904,6.59397,4.31594,5.91451,5.40615,4.96703,2.70833,7.22532
233,S62,2.86275,4.61333,2.32847,3.48855,5.5848,6.14828,9.01639,9.0028,5.9321,5.15367,4.99025,3.94242,4.62813,5.61331,6.70909,6.44462,8.25122,6.32494,5.41616,4.3894,4.41092,4.69498,5.22925,4.43192,5.6878
234,Bx24,2.9,1.28571,1.0,1.0,1.22222,2.46667,1.85714,3.28235,2.83186,1.80556,2.82738,2.76316,3.06,2.75648,3.03614,3.56747,3.47191,3.9505,1.72603,2.03185,1.56881,2.88288,1.85714,2.26923,2.80913
235,Q84,3.8255,2.58065,0.0,0.0,10.7609,11.1277,7.511,7.49082,7.12704,6.75091,6.79572,5.82915,6.58093,8.18321,9.855,8.53423,9.16759,10.0308,8.02813,5.97651,6.5629,5.83912,3.89841,3.2069,7.43184
236,Bx18,0.0,0.0,0.0,0.0,0.0,2.0,4.49038,7.29032,8.74286,6.74112,7.28082,5.63107,8.03333,10.1636,11.3095,10.983,7.06183,7.19928,6.58333,5.46417,3.71014,3.3986,2.69492,0.0,7.28347
237,S79-SBS,4.41477,2.0,0.0,0.0,7.63462,8.96477,8.85131,10.5828,9.66633,9.3347,9.91271,10.9084,11.3741,12.9799,13.6286,14.7986,13.2339,14.1521,11.7179,10.5767,10.4079,9.03696,8.6,6.58169,11.2739
238,S57,3.0,0.0,0.0,0.0,0.0,0.0,8.9604,5.19577,4.79525,5.91793,3.24227,3.99528,5.05983,5.84677,7.04249,6.47222,6.02433,7.0854,5.04615,3.64,3.57669,2.59821,2.81609,2.0,5.16638
239,Q34,0.0,0.0,0.0,0.0,0.0,6.06098,6.53103,8.44534,7.96244,6.63287,7.26266,6.26415,7.84496,8.46684,8.78963,9.16312,5.50184,6.38889,4.97115,4.98857,5.33955,5.37073,4.30986,8.0,7.00637
240,Q66,6.58333,4.18692,3.43023,4.38017,7.10345,10.385,10.9221,11.1854,10.622,10.3325,12.3833,11.652,12.1613,14.1547,15.8387,15.3716,15.3392,15.2939,13.9877,11.3832,10.0417,8.69409,7.55271,6.9759,12.0064
241,Q23,9.09091,10.16,48.0,0.0,6.11765,13.7569,13.4351,13.1215,9.98594,8.95985,8.20626,7.73453,10.312,10.5087,10.5024,12.6028,13.687,14.534,9.77688,7.45367,7.00604,6.20267,7.56395,6.34586,10.1344
242,Q25,5.35971,4.43333,3.68571,8.5,14.602,12.4119,13.399,10.6562,10.2494,9.62317,11.1743,10.2878,12.1598,13.9109,13.561,9.68981,9.83221,11.2977,8.32421,9.06162,10.7658,8.6048,8.63173,7.04065,10.3586
243,Q65,8.39869,2.63953,2.0,2.51613,3.76023,9.25806,13.6064,12.0144,10.122,8.72898,10.6747,13.389,16.5822,15.6556,14.9332,12.7401,12.1961,12.7173,10.3749,10.4898,9.72231,8.26608,7.90618,9.96679,11.3499
244,Q19,0.0,0.0,0.0,0.0,0.0,6.92857,11.0455,14.8432,13.4597,10.0199,10.0887,9.46512,8.52193,10.4357,11.6298,13.2222,18.3188,13.6293,11.4299,7.64706,5.82222,4.82857,0.0,0.0,11.4354
245,BM3,3.22222,0.0,0.0,0.0,0.0,7.38889,14.5806,5.0,6.2931,4.05556,4.63333,0.0,0.0,1.0,1.3,0.0,3.0,13.0,3.88889,3.75,1.16667,0.0,0.0,1.0,6.20879
246,BM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57143,3.91667,1.83333,6.66667,5.15,8.48276,5.77143,4.19355,3.53846,4.23077,3.90909,0.0,5.11379
247,BM5,3.2,0.0,0.0,0.0,0.0,8.16667,8.72662,9.58823,3.72,6.49153,3.14286,4.10526,1.5,0.0,2.0,5.92857,2.0,10.875,7.85185,11.6667,1.0,0.0,2.54545,4.5,7.25385
248,BxM9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0667,6.2,3.0,2.0,0.0,0.0,0.0,0.0,9.52174
249,QM11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,QM20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,QM12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,QM44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,QM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,QM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,QM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,QM42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,QM8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,QM32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
259,QM36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,QM7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,BxM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,BxM11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,BxM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
264,BxM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,BxM18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,BxM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,QM15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,QM25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,BM4,0.0,0.0,0.0,0.0,0.0,0.0,8.96154,5.06061,4.29167,3.78571,2.0,1.0,2.90476,2.91667,1.90909,10.76,5.28947,4.04545,3.92308,5.57143,0.0,0.0,0.0,0.0,5.66667
270,QM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,QM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,QM10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,BxM7,0.0,0.0,0.0,0.0,0.0,15.8667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8889
274,QM16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,QM17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,BxM8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,8.66667,0.0,0.0,7.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.57143,0.0,0.0,0.0,0.0,7.625
277,QM34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
